Timestamp,VIN,Speed,FuelLevel,Location,EngineTemp
2024-01-06 08:21:00,VIN-B0067,95.5,37.4,"21.0285,105.8542",73.3
2024-01-06 08:24:00,VIN-B0068,50.5,98.4,"10.9460,108.4419",95.3
2024-01-06 08:27:00,VIN-B0069,92.7,90.5,"10.9460,108.4419",70.6
2024-01-06 08:30:00,VIN-B0070,14.5,30.0,"10.9460,108.4419",99.7
2024-01-06 08:33:00,VIN-B0071,15.2,8.2,"20.8449,106.6881",71.0
2024-01-06 08:36:00,VIN-B0072,20.0,11.9,"20.8449,106.6881",106.2
2024-01-06 08:39:00,VIN-B0073,42.5,43.2,"10.0452,105.7469",98.5
2024-01-06 08:42:00,VIN-B0074,14.3,90.3,"11.9404,108.4583",93.7
2024-01-06 08:45:00,VIN-B0075,74.0,99.4,"10.8231,106.6297",73.0
2024-01-06 08:48:00,VIN-B0076,110.5,95.2,"20.8449,106.6881",95.2
2024-01-06 08:51:00,VIN-B0077,88.9,46.4,"10.9460,108.4419",98.0
2024-01-06 08:54:00,VIN-B0078,88.0,73.8,"21.0285,105.8542",76.1
2024-01-06 08:57:00,VIN-B0079,0.9,61.3,"10.9460,108.4419",85.2
2024-01-06 09:00:00,VIN-B0080,52.6,53.3,"12.2388,109.1967",107.8
2024-01-06 09:03:00,VIN-B0081,11.6,33.2,"11.9404,108.4583",71.9
2024-01-06 09:06:00,VIN-B0082,62.1,54.9,"20.8449,106.6881",81.4
2024-01-06 09:09:00,VIN-B0083,46.1,76.9,"16.0544,108.2022",71.7
2024-01-06 09:12:00,VIN-B0084,113.4,88.8,"10.0452,105.7469",87.2
2024-01-06 09:15:00,VIN-B0085,33.4,88.6,"11.9404,108.4583",74.0
2024-01-06 09:18:00,VIN-B0086,34.2,16.3,"12.2388,109.1967",89.5
2024-01-06 09:21:00,VIN-B0087,26.8,21.1,"12.2388,109.1967",109.6
2024-01-06 09:24:00,VIN-B0088,90.4,92.8,"12.2388,109.1967",75.6
2024-01-06 09:27:00,VIN-B0089,24.8,84.7,"16.0544,108.2022",71.1
2024-01-06 09:30:00,VIN-B0090,108.3,96.2,"10.0452,105.7469",70.3
2024-01-06 09:33:00,VIN-B0091,99.9,7.4,"10.0452,105.7469",81.3
2024-01-06 09:36:00,VIN-B0092,113.7,45.5,"10.9460,108.4419",90.8
2024-01-06 09:39:00,VIN-B0093,99.7,33.0,"21.0285,105.8542",98.7
2024-01-06 09:42:00,VIN-B0094,110.3,16.4,"20.8449,106.6881",89.7
2024-01-06 09:45:00,VIN-B0095,10.4,18.0,"12.2388,109.1967",99.3
2024-01-06 09:48:00,VIN-B0096,14.0,38.6,"21.0285,105.8542",99.8
2024-01-06 09:51:00,VIN-B0097,26.7,12.1,"16.0544,108.2022",90.3
2024-01-06 09:54:00,VIN-B0098,33.1,64.9,"21.0285,105.8542",98.3
2024-01-06 09:57:00,VIN-B0099,37.8,92.8,"20.8449,106.6881",74.0
2024-01-06 10:00:00,VIN-B0100,84.6,54.5,"10.0452,105.7469",103.7
2024-01-06 10:03:00,VIN-B0101,79.3,88.4,"10.8231,106.6297",108.0
2024-01-06 10:06:00,VIN-B0102,75.3,28.4,"20.8449,106.6881",104.9
2024-01-06 10:09:00,VIN-B0103,26.4,23.6,"10.9460,108.4419",76.1
2024-01-06 10:12:00,VIN-B0104,97.7,74.7,"12.2388,109.1967",75.3
2024-01-06 10:15:00,VIN-B0105,76.2,13.4,"10.0452,105.7469",70.1
2024-01-06 10:18:00,VIN-B0106,8.1,58.0,"10.0452,105.7469",98.4
2024-01-06 10:21:00,VIN-B0107,4.7,70.4,"20.8449,106.6881",95.2
2024-01-06 10:24:00,VIN-B0108,28.2,38.1,"16.0544,108.2022",105.1
2024-01-06 10:27:00,VIN-B0109,100.9,88.1,"10.9460,108.4419",89.6
2024-01-06 10:30:00,VIN-B0110,75.6,61.8,"10.9460,108.4419",81.8
2024-01-06 10:33:00,VIN-B0111,26.3,96.5,"12.2388,109.1967",86.8
2024-01-06 10:36:00,VIN-B0112,53.7,28.5,"20.8449,106.6881",74.6
2024-01-06 10:39:00,VIN-B0113,55.8,35.3,"21.0285,105.8542",83.9
2024-01-06 10:42:00,VIN-B0114,47.8,17.2,"10.9460,108.4419",103.6
2024-01-06 10:45:00,VIN-B0115,103.7,62.1,"10.0452,105.7469",71.2
2024-01-06 10:48:00,VIN-B0116,32.2,25.4,"20.8449,106.6881",72.4
2024-01-06 10:51:00,VIN-B0117,92.6,29.9,"11.9404,108.4583",86.4
2024-01-06 10:54:00,VIN-B0118,97.1,45.4,"12.2388,109.1967",106.5
2024-01-06 10:57:00,VIN-B0119,32.2,74.2,"11.9404,108.4583",95.5
2024-01-06 11:00:00,VIN-B0120,5.5,47.5,"10.0452,105.7469",92.9
2024-01-06 11:03:00,VIN-B0121,20.0,24.6,"21.0285,105.8542",107.9
2024-01-06 11:06:00,VIN-B0122,73.6,36.3,"10.8231,106.6297",108.0
2024-01-06 11:09:00,VIN-B0123,2.5,41.0,"11.9404,108.4583",106.5
2024-01-06 11:12:00,VIN-B0124,92.0,57.5,"10.8231,106.6297",90.7
2024-01-06 11:15:00,VIN-B0125,43.5,23.9,"16.0544,108.2022",103.5
2024-01-06 11:18:00,VIN-B0126,47.5,73.2,"12.2388,109.1967",102.1
2024-01-06 11:21:00,VIN-B0127,109.3,36.5,"10.0452,105.7469",92.1
2024-01-06 11:24:00,VIN-B0128,29.8,6.3,"10.8231,106.6297",100.2
2024-01-06 11:27:00,VIN-B0129,63.2,52.6,"10.9460,108.4419",71.7
2024-01-06 11:30:00,VIN-B0130,34.0,7.3,"10.0452,105.7469",71.4
2024-01-06 11:33:00,VIN-B0131,90.0,82.2,"20.8449,106.6881",96.2
2024-01-06 11:36:00,VIN-B0132,15.7,75.3,"12.2388,109.1967",104.5
2024-01-06 11:39:00,VIN-B0133,9.2,52.9,"20.8449,106.6881",70.8
2024-01-06 11:42:00,VIN-B0134,89.1,56.5,"16.0544,108.2022",73.8
2024-01-06 11:45:00,VIN-B0135,70.6,42.2,"12.2388,109.1967",101.4
2024-01-06 11:48:00,VIN-B0136,51.0,75.6,"12.2388,109.1967",81.0
2024-01-06 11:51:00,VIN-B0137,24.3,30.1,"10.9460,108.4419",85.1
2024-01-06 11:54:00,VIN-B0138,51.5,26.1,"20.8449,106.6881",92.4
2024-01-06 11:57:00,VIN-B0139,58.0,91.2,"10.0452,105.7469",85.3
2024-01-06 12:00:00,VIN-B0140,119.2,74.1,"11.9404,108.4583",100.5
2024-01-06 12:03:00,VIN-B0141,85.7,48.0,"10.8231,106.6297",85.9
2024-01-06 12:06:00,VIN-B0142,27.9,40.1,"21.0285,105.8542",95.7
2024-01-06 12:09:00,VIN-B0143,39.9,81.9,"21.0285,105.8542",73.8
2024-01-06 12:12:00,VIN-B0144,20.3,87.2,"10.9460,108.4419",93.7
2024-01-06 12:15:00,VIN-B0145,10.1,43.3,"10.9460,108.4419",90.9
2024-01-06 12:18:00,VIN-B0146,100.8,77.3,"10.8231,106.6297",100.7
2024-01-06 12:21:00,VIN-B0147,30.2,34.6,"11.9404,108.4583",103.4
2024-01-06 12:24:00,VIN-B0148,4.4,70.5,"20.8449,106.6881",104.9
2024-01-06 12:27:00,VIN-B0149,32.2,24.9,"10.9460,108.4419",91.8
2024-01-06 12:30:00,VIN-B0150,37.6,66.9,"11.9404,108.4583",88.5
2024-01-06 12:33:00,VIN-B0151,58.0,57.7,"21.0285,105.8542",106.8
2024-01-06 12:36:00,VIN-B0152,51.1,12.4,"16.0544,108.2022",100.3
2024-01-06 12:39:00,VIN-B0153,19.5,76.1,"16.0544,108.2022",77.9
2024-01-06 12:42:00,VIN-B0154,104.4,15.8,"20.8449,106.6881",89.8
2024-01-06 12:45:00,VIN-B0155,75.1,54.8,"16.0544,108.2022",100.0
2024-01-06 12:48:00,VIN-B0156,65.7,42.9,"12.2388,109.1967",74.7
2024-01-06 12:51:00,VIN-B0157,119.5,73.4,"12.2388,109.1967",90.9
2024-01-06 12:54:00,VIN-B0158,73.8,40.3,"16.0544,108.2022",75.7
2024-01-06 12:57:00,VIN-B0159,62.8,24.4,"11.9404,108.4583",90.8
2024-01-06 13:00:00,VIN-B0160,30.1,49.0,"11.9404,108.4583",107.1
2024-01-06 13:03:00,VIN-B0161,86.4,86.0,"16.0544,108.2022",76.6
2024-01-06 13:06:00,VIN-B0162,85.8,50.0,"11.9404,108.4583",86.7
2024-01-06 13:09:00,VIN-B0163,18.0,11.4,"10.8231,106.6297",82.5
2024-01-06 13:12:00,VIN-B0164,22.5,70.9,"10.9460,108.4419",83.2
2024-01-06 13:15:00,VIN-B0165,7.3,49.5,"16.0544,108.2022",72.7
2024-01-06 13:18:00,VIN-B0166,76.4,88.9,"11.9404,108.4583",95.2
2024-01-06 13:21:00,VIN-B0167,111.3,31.1,"20.8449,106.6881",93.4
2024-01-06 13:24:00,VIN-B0168,36.7,64.3,"20.8449,106.6881",107.4
2024-01-06 13:27:00,VIN-B0169,67.3,66.0,"10.0452,105.7469",73.1
2024-01-06 13:30:00,VIN-B0170,18.3,74.4,"12.2388,109.1967",77.1
2024-01-06 13:33:00,VIN-B0171,67.6,17.0,"20.8449,106.6881",83.2
2024-01-06 13:36:00,VIN-B0172,92.6,61.3,"12.2388,109.1967",108.7
2024-01-06 13:39:00,VIN-B0173,88.5,63.5,"10.9460,108.4419",78.4
2024-01-06 13:42:00,VIN-B0174,0.3,27.0,"10.0452,105.7469",73.7
2024-01-06 13:45:00,VIN-B0175,96.4,18.9,"16.0544,108.2022",89.0
2024-01-06 13:48:00,VIN-B0176,0.0,12.4,"10.8231,106.6297",75.5
2024-01-06 13:51:00,VIN-B0177,96.9,45.4,"10.9460,108.4419",83.1
2024-01-06 13:54:00,VIN-B0178,60.0,16.1,"20.8449,106.6881",85.1
2024-01-06 13:57:00,VIN-B0179,46.3,50.1,"12.2388,109.1967",103.5
2024-01-06 14:00:00,VIN-B0180,38.0,12.4,"10.0452,105.7469",108.2
2024-01-06 14:03:00,VIN-B0181,113.5,84.2,"16.0544,108.2022",103.6
2024-01-06 14:06:00,VIN-B0182,67.3,51.6,"12.2388,109.1967",97.4
2024-01-06 14:09:00,VIN-B0183,66.9,46.4,"11.9404,108.4583",77.1
2024-01-06 14:12:00,VIN-B0184,103.9,86.3,"11.9404,108.4583",99.1
2024-01-06 14:15:00,VIN-B0185,25.7,58.2,"10.0452,105.7469",85.3
2024-01-06 14:18:00,VIN-B0186,21.5,76.0,"10.8231,106.6297",77.8
2024-01-06 14:21:00,VIN-B0187,43.3,23.5,"12.2388,109.1967",83.1
2024-01-06 14:24:00,VIN-B0188,109.3,92.0,"10.8231,106.6297",94.3
2024-01-06 14:27:00,VIN-B0189,4.0,31.1,"10.9460,108.4419",85.9
2024-01-06 14:30:00,VIN-B0190,119.5,71.9,"12.2388,109.1967",95.0
2024-01-06 14:33:00,VIN-B0191,116.5,83.2,"10.9460,108.4419",109.9
2024-01-06 14:36:00,VIN-B0192,75.9,51.6,"10.9460,108.4419",100.0
2024-01-06 14:39:00,VIN-B0193,77.7,56.8,"21.0285,105.8542",71.5
2024-01-06 14:42:00,VIN-B0194,3.5,90.0,"16.0544,108.2022",98.2
2024-01-06 14:45:00,VIN-B0195,21.2,85.8,"21.0285,105.8542",86.8
2024-01-06 14:48:00,VIN-B0196,101.5,10.3,"10.8231,106.6297",82.6
2024-01-06 14:51:00,VIN-B0197,102.9,31.4,"10.0452,105.7469",96.2
2024-01-06 14:54:00,VIN-B0198,88.5,36.6,"11.9404,108.4583",105.9
2024-01-06 14:57:00,VIN-B0199,20.3,98.7,"11.9404,108.4583",90.7
2024-01-06 15:00:00,VIN-B0200,112.9,43.3,"10.8231,106.6297",72.6
2024-01-06 15:03:00,VIN-B0201,99.0,52.6,"12.2388,109.1967",73.4
2024-01-06 15:06:00,VIN-B0202,53.2,31.2,"10.0452,105.7469",97.5
2024-01-06 15:09:00,VIN-B0203,49.1,65.4,"10.8231,106.6297",82.4
2024-01-06 15:12:00,VIN-B0204,67.3,16.2,"10.9460,108.4419",92.7
2024-01-06 15:15:00,VIN-B0205,83.6,58.8,"10.9460,108.4419",73.5
2024-01-06 15:18:00,VIN-B0206,110.2,22.3,"21.0285,105.8542",77.4
2024-01-06 15:21:00,VIN-B0207,70.9,96.7,"16.0544,108.2022",101.5
2024-01-06 15:24:00,VIN-B0208,26.1,40.6,"21.0285,105.8542",105.1
2024-01-06 15:27:00,VIN-B0209,113.2,34.2,"10.0452,105.7469",99.9
2024-01-06 15:30:00,VIN-B0210,88.6,34.5,"20.8449,106.6881",98.2
2024-01-06 15:33:00,VIN-B0211,21.4,18.3,"11.9404,108.4583",86.6
2024-01-06 15:36:00,VIN-B0212,100.2,30.9,"10.0452,105.7469",77.1
2024-01-06 15:39:00,VIN-B0213,35.4,71.3,"12.2388,109.1967",73.7
2024-01-06 15:42:00,VIN-B0214,42.6,39.5,"10.9460,108.4419",103.2
2024-01-06 15:45:00,VIN-B0215,82.4,21.2,"20.8449,106.6881",76.2
2024-01-06 15:48:00,VIN-B0216,68.2,99.4,"20.8449,106.6881",83.9
2024-01-06 15:51:00,VIN-B0217,97.3,80.6,"10.0452,105.7469",83.7
2024-01-06 15:54:00,VIN-B0218,116.2,57.4,"12.2388,109.1967",73.6
2024-01-06 15:57:00,VIN-B0219,92.8,29.5,"10.9460,108.4419",80.4
2024-01-06 16:00:00,VIN-B0220,110.6,54.1,"16.0544,108.2022",89.0
2024-01-06 16:03:00,VIN-B0221,56.1,35.7,"20.8449,106.6881",96.3
2024-01-06 16:06:00,VIN-B0222,108.2,35.6,"21.0285,105.8542",95.2
2024-01-06 16:09:00,VIN-B0223,104.3,5.8,"20.8449,106.6881",89.0
2024-01-06 16:12:00,VIN-B0224,40.4,90.8,"16.0544,108.2022",106.5
2024-01-06 16:15:00,VIN-B0225,36.8,49.3,"16.0544,108.2022",100.1
2024-01-06 16:18:00,VIN-B0226,52.7,63.6,"20.8449,106.6881",99.2
2024-01-06 16:21:00,VIN-B0227,56.8,28.1,"11.9404,108.4583",94.0
2024-01-06 16:24:00,VIN-B0228,57.9,43.1,"10.8231,106.6297",108.8
2024-01-06 16:27:00,VIN-B0229,105.3,77.5,"21.0285,105.8542",86.8
2024-01-06 16:30:00,VIN-B0230,92.9,95.6,"20.8449,106.6881",93.7
2024-01-06 16:33:00,VIN-B0231,19.7,20.8,"12.2388,109.1967",105.5
2024-01-06 16:36:00,VIN-B0232,115.8,94.6,"10.0452,105.7469",108.1
2024-01-06 16:39:00,VIN-B0233,68.2,18.3,"11.9404,108.4583",101.5
2024-01-06 16:42:00,VIN-B0234,6.5,13.6,"16.0544,108.2022",102.1
2024-01-06 16:45:00,VIN-B0235,55.0,20.7,"10.8231,106.6297",96.3
2024-01-06 16:48:00,VIN-B0236,24.0,21.3,"12.2388,109.1967",73.2
2024-01-06 16:51:00,VIN-B0237,28.3,24.3,"21.0285,105.8542",99.0
2024-01-06 16:54:00,VIN-B0238,18.5,57.8,"11.9404,108.4583",70.2
2024-01-06 16:57:00,VIN-B0239,19.1,14.5,"20.8449,106.6881",98.0
2024-01-06 17:00:00,VIN-B0240,109.5,68.5,"10.9460,108.4419",98.2
2024-01-06 17:03:00,VIN-B0241,91.6,14.1,"16.0544,108.2022",82.7
2024-01-06 17:06:00,VIN-B0242,112.2,43.0,"11.9404,108.4583",105.9
2024-01-06 17:09:00,VIN-B0243,98.4,74.4,"20.8449,106.6881",93.9
2024-01-06 17:12:00,VIN-B0244,64.1,38.0,"10.8231,106.6297",78.9
2024-01-06 17:15:00,VIN-B0245,73.0,77.9,"11.9404,108.4583",84.5
2024-01-06 17:18:00,VIN-B0246,60.2,5.2,"20.8449,106.6881",106.6
2024-01-06 17:21:00,VIN-B0247,77.5,18.1,"10.0452,105.7469",71.8
2024-01-06 17:24:00,VIN-B0248,36.2,13.8,"20.8449,106.6881",96.2
2024-01-06 17:27:00,VIN-B0249,51.1,32.1,"20.8449,106.6881",97.0
2024-01-06 17:30:00,VIN-B0250,57.7,29.8,"20.8449,106.6881",77.2
2024-01-06 17:33:00,VIN-B0251,47.8,54.1,"21.0285,105.8542",88.6
2024-01-06 17:36:00,VIN-B0252,9.9,70.2,"21.0285,105.8542",96.2
2024-01-06 17:39:00,VIN-B0253,48.5,81.7,"16.0544,108.2022",82.8
2024-01-06 17:42:00,VIN-B0254,69.0,41.5,"10.9460,108.4419",70.5
2024-01-06 17:45:00,VIN-B0255,78.5,68.7,"20.8449,106.6881",100.9
2024-01-06 17:48:00,VIN-B0256,36.4,29.6,"21.0285,105.8542",94.1
2024-01-06 17:51:00,VIN-B0257,96.3,47.8,"11.9404,108.4583",101.2
2024-01-06 17:54:00,VIN-B0258,85.4,85.2,"11.9404,108.4583",74.5
2024-01-06 17:57:00,VIN-B0259,21.5,45.3,"20.8449,106.6881",104.8
2024-01-06 18:00:00,VIN-B0260,9.6,5.7,"12.2388,109.1967",77.9
2024-01-06 18:03:00,VIN-B0261,97.5,74.1,"10.9460,108.4419",87.4
2024-01-06 18:06:00,VIN-B0262,55.8,8.8,"10.9460,108.4419",88.4
2024-01-06 18:09:00,VIN-B0263,6.0,61.9,"11.9404,108.4583",80.1
2024-01-06 18:12:00,VIN-B0264,40.5,33.1,"10.8231,106.6297",91.7
2024-01-06 18:15:00,VIN-B0265,21.4,38.9,"10.8231,106.6297",87.9
2024-01-06 18:18:00,VIN-B0266,35.7,8.4,"21.0285,105.8542",84.3
2024-01-06 18:21:00,VIN-B0267,4.4,75.2,"10.0452,105.7469",77.0
2024-01-06 18:24:00,VIN-B0268,64.2,17.0,"16.0544,108.2022",95.3
2024-01-06 18:27:00,VIN-B0269,51.7,31.1,"10.9460,108.4419",97.6
2024-01-06 18:30:00,VIN-B0270,29.3,83.4,"10.9460,108.4419",71.6
2024-01-06 18:33:00,VIN-B0271,39.2,8.6,"21.0285,105.8542",85.3
2024-01-06 18:36:00,VIN-B0272,117.6,12.5,"12.2388,109.1967",86.9
2024-01-06 18:39:00,VIN-B0273,2.7,95.3,"12.2388,109.1967",98.9
2024-01-06 18:42:00,VIN-B0274,89.1,12.5,"20.8449,106.6881",108.6
2024-01-06 18:45:00,VIN-B0275,95.2,59.2,"12.2388,109.1967",94.6
2024-01-06 18:48:00,VIN-B0276,64.7,80.4,"10.8231,106.6297",85.0
2024-01-06 18:51:00,VIN-B0277,56.8,77.3,"20.8449,106.6881",81.0
2024-01-06 18:54:00,VIN-B0278,82.7,22.6,"10.8231,106.6297",94.2
2024-01-06 18:57:00,VIN-B0279,109.2,69.4,"12.2388,109.1967",70.2
2024-01-06 19:00:00,VIN-B0280,24.9,79.3,"16.0544,108.2022",81.0
2024-01-06 19:03:00,VIN-B0281,55.5,80.1,"11.9404,108.4583",73.9
2024-01-06 19:06:00,VIN-B0282,27.0,72.4,"10.0452,105.7469",72.5
2024-01-06 19:09:00,VIN-B0283,34.5,72.6,"10.9460,108.4419",93.5
2024-01-06 19:12:00,VIN-B0284,76.2,36.2,"20.8449,106.6881",89.0
2024-01-06 19:15:00,VIN-B0285,66.9,37.6,"11.9404,108.4583",83.9
2024-01-06 19:18:00,VIN-B0286,53.3,48.9,"10.9460,108.4419",78.4
2024-01-06 19:21:00,VIN-B0287,83.7,68.9,"12.2388,109.1967",86.1
2024-01-06 19:24:00,VIN-B0288,79.3,59.3,"21.0285,105.8542",95.3
2024-01-06 19:27:00,VIN-B0289,67.4,37.8,"10.0452,105.7469",99.9
2024-01-06 19:30:00,VIN-B0290,63.6,33.9,"11.9404,108.4583",88.1
2024-01-06 19:33:00,VIN-B0291,56.1,19.8,"16.0544,108.2022",95.0
2024-01-06 19:36:00,VIN-B0292,67.8,44.5,"10.8231,106.6297",100.1
2024-01-06 19:39:00,VIN-B0293,34.1,75.7,"10.0452,105.7469",85.0
2024-01-06 19:42:00,VIN-B0294,64.5,41.0,"21.0285,105.8542",73.9
2024-01-06 19:45:00,VIN-B0295,26.2,99.3,"12.2388,109.1967",77.1
2024-01-06 19:48:00,VIN-B0296,19.1,78.9,"20.8449,106.6881",92.0
2024-01-06 19:51:00,VIN-B0297,42.2,25.7,"12.2388,109.1967",82.8
2024-01-06 19:54:00,VIN-B0298,43.6,15.0,"11.9404,108.4583",90.1
2024-01-06 19:57:00,VIN-B0299,63.9,26.4,"20.8449,106.6881",89.8
2024-01-06 20:00:00,VIN-B0300,55.7,83.5,"10.9460,108.4419",76.3
2024-01-06 20:03:00,VIN-B0301,104.8,43.0,"10.8231,106.6297",91.3
2024-01-06 20:06:00,VIN-B0302,40.1,49.1,"16.0544,108.2022",97.3
2024-01-06 20:09:00,VIN-B0303,11.8,60.1,"20.8449,106.6881",109.0
2024-01-06 20:12:00,VIN-B0304,49.2,65.5,"10.0452,105.7469",75.5
2024-01-06 20:15:00,VIN-B0305,74.4,99.9,"20.8449,106.6881",107.8
2024-01-06 20:18:00,VIN-B0306,39.0,28.7,"10.9460,108.4419",97.4
2024-01-06 20:21:00,VIN-B0307,114.2,7.2,"20.8449,106.6881",92.1
2024-01-06 20:24:00,VIN-B0308,103.6,85.8,"16.0544,108.2022",88.3
2024-01-06 20:27:00,VIN-B0309,86.8,27.7,"10.9460,108.4419",107.5
2024-01-06 20:30:00,VIN-B0310,110.6,35.7,"12.2388,109.1967",72.6
2024-01-06 20:33:00,VIN-B0311,3.7,59.9,"10.9460,108.4419",79.8
2024-01-06 20:36:00,VIN-B0312,72.4,99.0,"16.0544,108.2022",108.9
2024-01-06 20:39:00,VIN-B0313,60.0,15.6,"11.9404,108.4583",104.9
2024-01-06 20:42:00,VIN-B0314,109.1,28.3,"21.0285,105.8542",70.3
2024-01-06 20:45:00,VIN-B0315,3.9,69.3,"10.9460,108.4419",104.5
2024-01-06 20:48:00,VIN-B0316,8.4,44.6,"12.2388,109.1967",105.3
