Timestamp,VIN,Speed,FuelLevel,Location,EngineTemp
2024-01-11 12:00:00,VIN-C0040,71.1,17.6,"10.8231,106.6297",83.9
2024-01-11 12:03:00,VIN-C0041,89.6,56.1,"10.0452,105.7469",74.9
2024-01-11 12:06:00,VIN-C0042,99.8,79.9,"12.2388,109.1967",73.6
2024-01-11 12:09:00,VIN-C0043,105.6,10.5,"11.9404,108.4583",100.1
2024-01-11 12:12:00,VIN-C0044,47.1,91.2,"16.0544,108.2022",108.1
2024-01-11 12:15:00,VIN-C0045,14.1,28.1,"10.9460,108.4419",86.1
2024-01-11 12:18:00,VIN-C0046,9.0,48.7,"11.9404,108.4583",81.1
2024-01-11 12:21:00,VIN-C0047,7.9,6.4,"16.0544,108.2022",93.8
2024-01-11 12:24:00,VIN-C0048,104.0,65.9,"10.0452,105.7469",106.1
2024-01-11 12:27:00,VIN-C0049,41.0,98.7,"21.0285,105.8542",93.4
2024-01-11 12:30:00,VIN-C0050,21.7,47.4,"10.0452,105.7469",74.0
2024-01-11 12:33:00,VIN-C0051,44.7,73.6,"16.0544,108.2022",107.8
2024-01-11 12:36:00,VIN-C0052,102.6,31.0,"11.9404,108.4583",76.0
2024-01-11 12:39:00,VIN-C0053,102.4,64.8,"20.8449,106.6881",80.1
2024-01-11 12:42:00,VIN-C0054,12.3,91.0,"10.8231,106.6297",105.6
2024-01-11 12:45:00,VIN-C0055,51.1,47.6,"10.0452,105.7469",71.1
2024-01-11 12:48:00,VIN-C0056,68.5,20.0,"12.2388,109.1967",82.6
2024-01-11 12:51:00,VIN-C0057,16.5,10.8,"16.0544,108.2022",98.2
2024-01-11 12:54:00,VIN-C0058,7.5,70.7,"11.9404,108.4583",84.2
2024-01-11 12:57:00,VIN-C0059,38.1,30.7,"16.0544,108.2022",74.0
2024-01-11 13:00:00,VIN-C0060,76.8,33.5,"10.8231,106.6297",90.7
2024-01-11 13:03:00,VIN-C0061,53.0,92.1,"10.9460,108.4419",95.5
2024-01-11 13:06:00,VIN-C0062,31.3,62.5,"16.0544,108.2022",85.0
2024-01-11 13:09:00,VIN-C0063,88.9,86.7,"16.0544,108.2022",108.8
2024-01-11 13:12:00,VIN-C0064,60.2,27.4,"12.2388,109.1967",95.1
2024-01-11 13:15:00,VIN-C0065,81.0,71.5,"21.0285,105.8542",93.6
2024-01-11 13:18:00,VIN-C0066,88.3,97.1,"12.2388,109.1967",100.9
2024-01-11 13:21:00,VIN-C0067,58.0,8.9,"10.9460,108.4419",95.4
2024-01-11 13:24:00,VIN-C0068,99.5,23.8,"10.0452,105.7469",105.2
2024-01-11 13:27:00,VIN-C0069,90.9,60.9,"20.8449,106.6881",84.2
2024-01-11 13:30:00,VIN-C0070,43.0,63.7,"10.8231,106.6297",76.6
2024-01-11 13:33:00,VIN-C0071,56.1,56.6,"12.2388,109.1967",108.4
2024-01-11 13:36:00,VIN-C0072,33.0,88.9,"11.9404,108.4583",95.5
2024-01-11 13:39:00,VIN-C0073,94.3,39.1,"10.0452,105.7469",103.2
2024-01-11 13:42:00,VIN-C0074,65.0,97.4,"11.9404,108.4583",98.0
2024-01-11 13:45:00,VIN-C0075,85.3,50.4,"20.8449,106.6881",101.5
2024-01-11 13:48:00,VIN-C0076,2.2,53.3,"20.8449,106.6881",89.3
2024-01-11 13:51:00,VIN-C0077,79.0,79.0,"11.9404,108.4583",82.2
2024-01-11 13:54:00,VIN-C0078,26.0,79.1,"11.9404,108.4583",99.5
2024-01-11 13:57:00,VIN-C0079,9.6,60.6,"16.0544,108.2022",92.2
2024-01-11 14:00:00,VIN-C0080,20.7,87.6,"10.8231,106.6297",100.2
2024-01-11 14:03:00,VIN-C0081,64.0,38.5,"20.8449,106.6881",76.7
2024-01-11 14:06:00,VIN-C0082,106.0,33.5,"16.0544,108.2022",92.1
2024-01-11 14:09:00,VIN-C0083,22.6,77.2,"16.0544,108.2022",95.8
2024-01-11 14:12:00,VIN-C0084,10.9,94.8,"16.0544,108.2022",79.8
2024-01-11 14:15:00,VIN-C0085,32.8,32.3,"16.0544,108.2022",93.8
2024-01-11 14:18:00,VIN-C0086,94.6,62.5,"20.8449,106.6881",85.8
2024-01-11 14:21:00,VIN-C0087,99.8,47.1,"16.0544,108.2022",86.4
2024-01-11 14:24:00,VIN-C0088,0.0,92.3,"11.9404,108.4583",103.1
2024-01-11 14:27:00,VIN-C0089,6.3,60.2,"20.8449,106.6881",77.8
2024-01-11 14:30:00,VIN-C0090,8.0,84.4,"10.8231,106.6297",70.8
2024-01-11 14:33:00,VIN-C0091,27.8,12.1,"21.0285,105.8542",93.0
2024-01-11 14:36:00,VIN-C0092,29.5,77.5,"16.0544,108.2022",75.4
2024-01-11 14:39:00,VIN-C0093,35.7,49.0,"21.0285,105.8542",108.0
2024-01-11 14:42:00,VIN-C0094,26.7,86.0,"10.8231,106.6297",86.8
2024-01-11 14:45:00,VIN-C0095,2.6,55.2,"10.9460,108.4419",89.4
2024-01-11 14:48:00,VIN-C0096,4.5,43.0,"20.8449,106.6881",74.4
2024-01-11 14:51:00,VIN-C0097,82.2,44.7,"10.8231,106.6297",89.0
2024-01-11 14:54:00,VIN-C0098,52.3,17.3,"12.2388,109.1967",78.7
2024-01-11 14:57:00,VIN-C0099,63.1,94.2,"10.8231,106.6297",70.6
2024-01-11 15:00:00,VIN-C0100,39.1,49.0,"10.0452,105.7469",80.9
2024-01-11 15:03:00,VIN-C0101,10.8,83.5,"16.0544,108.2022",104.3
2024-01-11 15:06:00,VIN-C0102,80.8,24.5,"10.0452,105.7469",101.5
2024-01-11 15:09:00,VIN-C0103,13.8,66.1,"12.2388,109.1967",81.3
2024-01-11 15:12:00,VIN-C0104,11.2,46.4,"16.0544,108.2022",107.5
2024-01-11 15:15:00,VIN-C0105,85.8,42.0,"12.2388,109.1967",106.0
2024-01-11 15:18:00,VIN-C0106,34.5,92.0,"10.0452,105.7469",88.4
2024-01-11 15:21:00,VIN-C0107,55.7,67.6,"20.8449,106.6881",90.9
2024-01-11 15:24:00,VIN-C0108,57.2,44.9,"10.8231,106.6297",86.9
2024-01-11 15:27:00,VIN-C0109,83.1,80.1,"12.2388,109.1967",77.2
2024-01-11 15:30:00,VIN-C0110,117.0,82.8,"20.8449,106.6881",102.4
2024-01-11 15:33:00,VIN-C0111,56.8,86.5,"21.0285,105.8542",90.5
2024-01-11 15:36:00,VIN-C0112,53.0,99.8,"10.9460,108.4419",94.8
2024-01-11 15:39:00,VIN-C0113,67.8,21.4,"16.0544,108.2022",71.6
2024-01-11 15:42:00,VIN-C0114,20.2,58.2,"10.9460,108.4419",82.3
2024-01-11 15:45:00,VIN-C0115,92.6,12.4,"10.9460,108.4419",76.7
2024-01-11 15:48:00,VIN-C0116,32.2,45.7,"11.9404,108.4583",101.8
2024-01-11 15:51:00,VIN-C0117,60.1,41.9,"12.2388,109.1967",87.9
2024-01-11 15:54:00,VIN-C0118,91.3,6.0,"11.9404,108.4583",105.0
2024-01-11 15:57:00,VIN-C0119,92.7,40.1,"10.0452,105.7469",85.1
2024-01-11 16:00:00,VIN-C0120,91.3,44.7,"10.8231,106.6297",81.2
2024-01-11 16:03:00,VIN-C0121,56.1,23.8,"20.8449,106.6881",99.4
2024-01-11 16:06:00,VIN-C0122,31.9,67.0,"10.8231,106.6297",93.8
2024-01-11 16:09:00,VIN-C0123,27.3,88.1,"11.9404,108.4583",89.3
2024-01-11 16:12:00,VIN-C0124,113.2,21.6,"20.8449,106.6881",99.0
2024-01-11 16:15:00,VIN-C0125,28.1,79.1,"10.8231,106.6297",103.4
2024-01-11 16:18:00,VIN-C0126,3.9,79.2,"10.9460,108.4419",91.3
2024-01-11 16:21:00,VIN-C0127,31.4,45.6,"12.2388,109.1967",89.5
2024-01-11 16:24:00,VIN-C0128,77.7,44.0,"21.0285,105.8542",81.7
2024-01-11 16:27:00,VIN-C0129,54.7,95.8,"12.2388,109.1967",81.0
2024-01-11 16:30:00,VIN-C0130,54.8,42.6,"20.8449,106.6881",73.3
2024-01-11 16:33:00,VIN-C0131,90.3,85.1,"11.9404,108.4583",105.1
2024-01-11 16:36:00,VIN-C0132,30.8,44.3,"10.9460,108.4419",75.3
2024-01-11 16:39:00,VIN-C0133,105.2,76.7,"20.8449,106.6881",92.1
2024-01-11 16:42:00,VIN-C0134,97.1,96.6,"21.0285,105.8542",84.7
2024-01-11 16:45:00,VIN-C0135,35.6,70.9,"11.9404,108.4583",102.7
2024-01-11 16:48:00,VIN-C0136,89.6,59.3,"10.8231,106.6297",76.0
2024-01-11 16:51:00,VIN-C0137,57.0,71.1,"21.0285,105.8542",70.4
2024-01-11 16:54:00,VIN-C0138,62.0,36.8,"10.9460,108.4419",96.0
2024-01-11 16:57:00,VIN-C0139,100.5,41.6,"12.2388,109.1967",109.1
2024-01-11 17:00:00,VIN-C0140,43.6,76.5,"20.8449,106.6881",71.3
2024-01-11 17:03:00,VIN-C0141,107.9,26.6,"10.0452,105.7469",87.8
2024-01-11 17:06:00,VIN-C0142,109.8,61.3,"10.0452,105.7469",78.5
2024-01-11 17:09:00,VIN-C0143,47.6,66.2,"10.0452,105.7469",70.9
2024-01-11 17:12:00,VIN-C0144,48.5,71.6,"21.0285,105.8542",91.9
2024-01-11 17:15:00,VIN-C0145,16.3,74.8,"20.8449,106.6881",86.4
2024-01-11 17:18:00,VIN-C0146,102.9,91.6,"12.2388,109.1967",101.0
2024-01-11 17:21:00,VIN-C0147,73.7,78.3,"10.9460,108.4419",90.3
2024-01-11 17:24:00,VIN-C0148,60.8,36.3,"11.9404,108.4583",97.1
2024-01-11 17:27:00,VIN-C0149,97.0,9.4,"10.9460,108.4419",100.1
2024-01-11 17:30:00,VIN-C0150,68.7,24.4,"16.0544,108.2022",97.9
2024-01-11 17:33:00,VIN-C0151,83.2,87.5,"10.9460,108.4419",109.5
2024-01-11 17:36:00,VIN-C0152,2.9,85.2,"11.9404,108.4583",103.9
2024-01-11 17:39:00,VIN-C0153,101.3,65.5,"16.0544,108.2022",75.6
2024-01-11 17:42:00,VIN-C0154,14.2,48.3,"12.2388,109.1967",95.9
2024-01-11 17:45:00,VIN-C0155,67.3,77.7,"21.0285,105.8542",91.8
2024-01-11 17:48:00,VIN-C0156,48.2,73.7,"10.8231,106.6297",86.3
2024-01-11 17:51:00,VIN-C0157,24.7,84.7,"21.0285,105.8542",86.1
2024-01-11 17:54:00,VIN-C0158,19.5,93.4,"10.8231,106.6297",89.0
2024-01-11 17:57:00,VIN-C0159,113.2,60.1,"16.0544,108.2022",100.7
2024-01-11 18:00:00,VIN-C0160,61.1,63.5,"16.0544,108.2022",89.6
2024-01-11 18:03:00,VIN-C0161,67.4,44.8,"11.9404,108.4583",108.6
2024-01-11 18:06:00,VIN-C0162,92.3,78.4,"10.0452,105.7469",88.5
2024-01-11 18:09:00,VIN-C0163,54.9,91.9,"10.8231,106.6297",91.4
2024-01-11 18:12:00,VIN-C0164,98.7,34.3,"12.2388,109.1967",76.9
2024-01-11 18:15:00,VIN-C0165,70.5,20.0,"10.0452,105.7469",98.7
2024-01-11 18:18:00,VIN-C0166,71.0,70.3,"10.0452,105.7469",108.9
2024-01-11 18:21:00,VIN-C0167,10.5,78.3,"11.9404,108.4583",82.1
2024-01-11 18:24:00,VIN-C0168,118.7,62.1,"10.8231,106.6297",74.5
2024-01-11 18:27:00,VIN-C0169,43.1,58.7,"20.8449,106.6881",88.0
2024-01-11 18:30:00,VIN-C0170,119.3,61.9,"21.0285,105.8542",94.7
2024-01-11 18:33:00,VIN-C0171,98.3,46.7,"10.8231,106.6297",84.7
2024-01-11 18:36:00,VIN-C0172,119.5,55.4,"12.2388,109.1967",79.3
2024-01-11 18:39:00,VIN-C0173,109.5,75.5,"12.2388,109.1967",96.3
2024-01-11 18:42:00,VIN-C0174,29.4,10.2,"16.0544,108.2022",101.3
2024-01-11 18:45:00,VIN-C0175,83.2,83.1,"21.0285,105.8542",88.6
2024-01-11 18:48:00,VIN-C0176,64.7,44.4,"10.8231,106.6297",85.5
2024-01-11 18:51:00,VIN-C0177,45.2,65.9,"10.0452,105.7469",97.1
2024-01-11 18:54:00,VIN-C0178,41.2,66.3,"10.8231,106.6297",74.1
2024-01-11 18:57:00,VIN-C0179,78.1,29.0,"16.0544,108.2022",106.1
2024-01-11 19:00:00,VIN-C0180,78.5,13.8,"10.8231,106.6297",78.0
2024-01-11 19:03:00,VIN-C0181,53.9,9.4,"10.9460,108.4419",72.2
2024-01-11 19:06:00,VIN-C0182,71.9,19.8,"12.2388,109.1967",71.7
2024-01-11 19:09:00,VIN-C0183,105.6,24.3,"10.8231,106.6297",90.7
2024-01-11 19:12:00,VIN-C0184,107.8,96.3,"21.0285,105.8542",88.2
2024-01-11 19:15:00,VIN-C0185,48.3,55.2,"20.8449,106.6881",92.0
2024-01-11 19:18:00,VIN-C0186,78.2,78.2,"12.2388,109.1967",103.7
2024-01-11 19:21:00,VIN-C0187,39.1,94.9,"10.8231,106.6297",88.3
2024-01-11 19:24:00,VIN-C0188,62.0,67.7,"11.9404,108.4583",108.1
2024-01-11 19:27:00,VIN-C0189,22.1,66.5,"12.2388,109.1967",73.6
2024-01-11 19:30:00,VIN-C0190,50.3,5.2,"21.0285,105.8542",98.8
2024-01-11 19:33:00,VIN-C0191,106.1,41.6,"21.0285,105.8542",76.9
2024-01-11 19:36:00,VIN-C0192,56.7,42.2,"10.8231,106.6297",92.3
2024-01-11 19:39:00,VIN-C0193,63.6,84.9,"10.0452,105.7469",95.0
2024-01-11 19:42:00,VIN-C0194,54.8,65.4,"16.0544,108.2022",109.8
2024-01-11 19:45:00,VIN-C0195,50.6,68.9,"12.2388,109.1967",81.2
2024-01-11 19:48:00,VIN-C0196,26.2,81.3,"20.8449,106.6881",95.2
2024-01-11 19:51:00,VIN-C0197,22.1,29.0,"10.9460,108.4419",106.0
2024-01-11 19:54:00,VIN-C0198,9.7,6.0,"12.2388,109.1967",102.4
2024-01-11 19:57:00,VIN-C0199,111.7,18.5,"16.0544,108.2022",96.3
2024-01-11 20:00:00,VIN-C0200,44.9,43.7,"10.8231,106.6297",93.4
2024-01-11 20:03:00,VIN-C0201,112.7,19.8,"10.0452,105.7469",88.3
2024-01-11 20:06:00,VIN-C0202,29.8,22.4,"12.2388,109.1967",92.8
2024-01-11 20:09:00,VIN-C0203,48.6,82.6,"10.8231,106.6297",80.0
2024-01-11 20:12:00,VIN-C0204,45.2,77.3,"10.8231,106.6297",75.3
2024-01-11 20:15:00,VIN-C0205,90.5,28.0,"11.9404,108.4583",75.3
2024-01-11 20:18:00,VIN-C0206,91.8,70.5,"10.8231,106.6297",84.1
2024-01-11 20:21:00,VIN-C0207,26.7,77.6,"12.2388,109.1967",90.0
2024-01-11 20:24:00,VIN-C0208,9.5,55.6,"10.9460,108.4419",101.6
2024-01-11 20:27:00,VIN-C0209,93.5,31.4,"10.8231,106.6297",108.8
2024-01-11 20:30:00,VIN-C0210,104.8,83.6,"12.2388,109.1967",103.6
2024-01-11 20:33:00,VIN-C0211,107.9,56.9,"21.0285,105.8542",84.1
2024-01-11 20:36:00,VIN-C0212,86.0,47.9,"10.9460,108.4419",80.0
2024-01-11 20:39:00,VIN-C0213,44.3,94.2,"20.8449,106.6881",86.4
2024-01-11 20:42:00,VIN-C0214,119.9,96.3,"10.0452,105.7469",87.1
2024-01-11 20:45:00,VIN-C0215,45.7,81.6,"20.8449,106.6881",81.3
2024-01-11 20:48:00,VIN-C0216,8.8,40.4,"12.2388,109.1967",92.7
2024-01-11 20:51:00,VIN-C0217,58.2,91.6,"16.0544,108.2022",75.4
2024-01-11 20:54:00,VIN-C0218,6.1,29.4,"20.8449,106.6881",77.4
2024-01-11 20:57:00,VIN-C0219,115.3,58.5,"16.0544,108.2022",70.4
2024-01-11 21:00:00,VIN-C0220,50.0,11.9,"10.9460,108.4419",107.9
2024-01-11 21:03:00,VIN-C0221,68.3,43.8,"10.0452,105.7469",105.7
2024-01-11 21:06:00,VIN-C0222,45.2,98.6,"16.0544,108.2022",93.5
2024-01-11 21:09:00,VIN-C0223,88.5,80.2,"10.0452,105.7469",78.6
2024-01-11 21:12:00,VIN-C0224,90.2,74.8,"20.8449,106.6881",92.2
2024-01-11 21:15:00,VIN-C0225,55.7,52.1,"16.0544,108.2022",84.9
2024-01-11 21:18:00,VIN-C0226,93.7,6.2,"21.0285,105.8542",79.9
2024-01-11 21:21:00,VIN-C0227,63.0,9.6,"12.2388,109.1967",105.8
2024-01-11 21:24:00,VIN-C0228,97.6,14.1,"10.0452,105.7469",94.1
2024-01-11 21:27:00,VIN-C0229,89.5,97.7,"21.0285,105.8542",76.2
2024-01-11 21:30:00,VIN-C0230,15.1,5.9,"10.8231,106.6297",105.9
2024-01-11 21:33:00,VIN-C0231,34.8,9.7,"10.9460,108.4419",107.2
2024-01-11 21:36:00,VIN-C0232,17.6,63.6,"21.0285,105.8542",108.3
2024-01-11 21:39:00,VIN-C0233,36.6,66.9,"10.0452,105.7469",104.1
2024-01-11 21:42:00,VIN-C0234,104.5,74.5,"21.0285,105.8542",78.7
2024-01-11 21:45:00,VIN-C0235,14.2,24.4,"10.9460,108.4419",82.9
2024-01-11 21:48:00,VIN-C0236,108.1,85.1,"10.9460,108.4419",75.3
2024-01-11 21:51:00,VIN-C0237,71.0,56.3,"11.9404,108.4583",103.3
2024-01-11 21:54:00,VIN-C0238,46.0,20.2,"16.0544,108.2022",81.9
2024-01-11 21:57:00,VIN-C0239,1.4,64.0,"16.0544,108.2022",72.2
2024-01-11 22:00:00,VIN-C0240,21.9,37.0,"10.0452,105.7469",71.2
2024-01-11 22:03:00,VIN-C0241,111.9,99.4,"20.8449,106.6881",94.3
2024-01-11 22:06:00,VIN-C0242,96.0,64.1,"12.2388,109.1967",92.3
2024-01-11 22:09:00,VIN-C0243,74.5,16.9,"10.8231,106.6297",96.0
2024-01-11 22:12:00,VIN-C0244,102.9,43.2,"16.0544,108.2022",105.2
2024-01-11 22:15:00,VIN-C0245,10.2,67.6,"10.0452,105.7469",95.1
2024-01-11 22:18:00,VIN-C0246,0.3,63.5,"20.8449,106.6881",74.0
2024-01-11 22:21:00,VIN-C0247,63.1,59.3,"10.9460,108.4419",76.1
2024-01-11 22:24:00,VIN-C0248,91.7,92.0,"12.2388,109.1967",104.0
2024-01-11 22:27:00,VIN-C0249,0.8,28.6,"12.2388,109.1967",89.6
2024-01-11 22:30:00,VIN-C0250,14.5,20.5,"10.0452,105.7469",108.6
2024-01-11 22:33:00,VIN-C0251,78.8,50.8,"11.9404,108.4583",104.0
2024-01-11 22:36:00,VIN-C0252,11.6,9.9,"10.9460,108.4419",89.8
2024-01-11 22:39:00,VIN-C0253,77.1,12.0,"11.9404,108.4583",72.5
2024-01-11 22:42:00,VIN-C0254,50.3,77.0,"16.0544,108.2022",108.6
2024-01-11 22:45:00,VIN-C0255,17.6,36.7,"21.0285,105.8542",93.6
2024-01-11 22:48:00,VIN-C0256,61.9,23.4,"10.9460,108.4419",71.6
2024-01-11 22:51:00,VIN-C0257,35.8,22.5,"12.2388,109.1967",104.1
2024-01-11 22:54:00,VIN-C0258,37.3,85.4,"12.2388,109.1967",92.0
2024-01-11 22:57:00,VIN-C0259,0.0,30.7,"20.8449,106.6881",71.0
2024-01-11 23:00:00,VIN-C0260,90.0,55.8,"16.0544,108.2022",101.0
2024-01-11 23:03:00,VIN-C0261,37.8,11.2,"10.8231,106.6297",97.7
2024-01-11 23:06:00,VIN-C0262,56.5,35.5,"21.0285,105.8542",101.5
2024-01-11 23:09:00,VIN-C0263,75.6,97.9,"11.9404,108.4583",73.6
2024-01-11 23:12:00,VIN-C0264,83.4,96.3,"16.0544,108.2022",104.6
2024-01-11 23:15:00,VIN-C0265,71.2,12.5,"11.9404,108.4583",85.3
2024-01-11 23:18:00,VIN-C0266,116.6,8.5,"21.0285,105.8542",92.3
2024-01-11 23:21:00,VIN-C0267,42.5,5.1,"11.9404,108.4583",91.8
2024-01-11 23:24:00,VIN-C0268,9.5,75.0,"21.0285,105.8542",82.8
2024-01-11 23:27:00,VIN-C0269,100.2,29.8,"20.8449,106.6881",96.8
2024-01-11 23:30:00,VIN-C0270,29.9,68.3,"20.8449,106.6881",71.9
2024-01-11 23:33:00,VIN-C0271,59.0,49.9,"10.8231,106.6297",81.4
2024-01-11 23:36:00,VIN-C0272,70.5,89.8,"10.8231,106.6297",98.7
2024-01-11 23:39:00,VIN-C0273,38.3,34.6,"12.2388,109.1967",109.4
2024-01-11 23:42:00,VIN-C0274,119.3,28.6,"16.0544,108.2022",77.1
2024-01-11 23:45:00,VIN-C0275,96.5,7.3,"10.0452,105.7469",93.5
2024-01-11 23:48:00,VIN-C0276,47.2,20.2,"10.8231,106.6297",79.5
2024-01-11 23:51:00,VIN-C0277,44.6,83.0,"20.8449,106.6881",97.4
2024-01-11 23:54:00,VIN-C0278,33.4,97.3,"10.8231,106.6297",96.4
2024-01-11 23:57:00,VIN-C0279,64.1,6.2,"20.8449,106.6881",82.9
2024-01-12 00:00:00,VIN-C0280,73.0,37.1,"20.8449,106.6881",81.3
2024-01-12 00:03:00,VIN-C0281,52.5,62.0,"10.0452,105.7469",98.9
2024-01-12 00:06:00,VIN-C0282,41.1,44.7,"10.0452,105.7469",72.2
2024-01-12 00:09:00,VIN-C0283,22.8,98.6,"12.2388,109.1967",80.5
2024-01-12 00:12:00,VIN-C0284,2.5,91.2,"10.8231,106.6297",100.5
2024-01-12 00:15:00,VIN-C0285,100.9,51.3,"10.9460,108.4419",109.7
2024-01-12 00:18:00,VIN-C0286,5.1,21.0,"21.0285,105.8542",94.0
2024-01-12 00:21:00,VIN-C0287,73.8,56.4,"12.2388,109.1967",104.6
2024-01-12 00:24:00,VIN-C0288,9.5,24.0,"16.0544,108.2022",102.4
2024-01-12 00:27:00,VIN-C0289,45.4,14.1,"12.2388,109.1967",92.1
2024-01-12 00:30:00,VIN-C0290,67.3,37.6,"20.8449,106.6881",79.6
2024-01-12 00:33:00,VIN-C0291,79.0,15.6,"20.8449,106.6881",71.3
2024-01-12 00:36:00,VIN-C0292,119.3,80.9,"16.0544,108.2022",75.9
2024-01-12 00:39:00,VIN-C0293,37.6,62.1,"10.9460,108.4419",97.1
2024-01-12 00:42:00,VIN-C0294,57.1,95.4,"11.9404,108.4583",98.4
2024-01-12 00:45:00,VIN-C0295,35.6,74.0,"10.8231,106.6297",104.5
2024-01-12 00:48:00,VIN-C0296,81.5,69.5,"16.0544,108.2022",106.7
2024-01-12 00:51:00,VIN-C0297,107.4,12.6,"21.0285,105.8542",81.6
2024-01-12 00:54:00,VIN-C0298,89.5,83.2,"11.9404,108.4583",99.2
2024-01-12 00:57:00,VIN-C0299,69.2,45.0,"10.9460,108.4419",102.2
2024-01-12 01:00:00,VIN-C0300,119.7,17.6,"20.8449,106.6881",77.2
2024-01-12 01:03:00,VIN-C0301,39.2,77.1,"20.8449,106.6881",106.9
2024-01-12 01:06:00,VIN-C0302,43.6,97.7,"16.0544,108.2022",100.0
2024-01-12 01:09:00,VIN-C0303,8.8,55.8,"10.8231,106.6297",75.2
2024-01-12 01:12:00,VIN-C0304,58.3,57.8,"10.9460,108.4419",70.2
2024-01-12 01:15:00,VIN-C0305,108.8,54.1,"10.8231,106.6297",83.2
2024-01-12 01:18:00,VIN-C0306,97.5,42.4,"10.8231,106.6297",85.8
2024-01-12 01:21:00,VIN-C0307,28.6,83.8,"11.9404,108.4583",71.8
2024-01-12 01:24:00,VIN-C0308,87.7,89.3,"21.0285,105.8542",95.9
2024-01-12 01:27:00,VIN-C0309,51.5,84.6,"21.0285,105.8542",70.4
2024-01-12 01:30:00,VIN-C0310,26.0,9.2,"21.0285,105.8542",109.5
2024-01-12 01:33:00,VIN-C0311,7.0,75.4,"10.8231,106.6297",75.7
2024-01-12 01:36:00,VIN-C0312,16.2,62.8,"11.9404,108.4583",76.3
2024-01-12 01:39:00,VIN-C0313,24.0,94.6,"11.9404,108.4583",92.7
2024-01-12 01:42:00,VIN-C0314,83.5,39.8,"21.0285,105.8542",93.0
2024-01-12 01:45:00,VIN-C0315,98.9,97.1,"10.8231,106.6297",72.0
2024-01-12 01:48:00,VIN-C0316,86.0,45.9,"16.0544,108.2022",104.5
