Timestamp,VIN,EngineTemp
2024-01-01 05:51:00,VIN-A0117,87.6
2024-01-01 05:54:00,VIN-A0118,82.8
2024-01-01 05:57:00,VIN-A0119,85.3
2024-01-01 06:00:00,VIN-A0120,86.3
2024-01-01 06:03:00,VIN-A0121,103.3
2024-01-01 06:06:00,VIN-A0122,104.3
2024-01-01 06:09:00,VIN-A0123,107.7
2024-01-01 06:12:00,VIN-A0124,91.5
2024-01-01 06:15:00,VIN-A0125,89.5
2024-01-01 06:18:00,VIN-A0126,83.4
2024-01-01 06:21:00,VIN-A0127,103.6
2024-01-01 06:24:00,VIN-A0128,106.3
2024-01-01 06:27:00,VIN-A0129,95.7
2024-01-01 06:30:00,VIN-A0130,80.4
2024-01-01 06:33:00,VIN-A0131,100.4
2024-01-01 06:36:00,VIN-A0132,80.1
2024-01-01 06:39:00,VIN-A0133,110.0
2024-01-01 06:42:00,VIN-A0134,100.2
2024-01-01 06:45:00,VIN-A0135,94.9
2024-01-01 06:48:00,VIN-A0136,92.6
2024-01-01 06:51:00,VIN-A0137,76.7
2024-01-01 06:54:00,VIN-A0138,101.1
2024-01-01 06:57:00,VIN-A0139,107.2
2024-01-01 07:00:00,VIN-A0140,85.9
2024-01-01 07:03:00,VIN-A0141,74.1
2024-01-01 07:06:00,VIN-A0142,101.8
2024-01-01 07:09:00,VIN-A0143,96.5
2024-01-01 07:12:00,VIN-A0144,104.0
2024-01-01 07:15:00,VIN-A0145,95.4
2024-01-01 07:18:00,VIN-A0146,77.0
2024-01-01 07:21:00,VIN-A0147,88.6
2024-01-01 07:24:00,VIN-A0148,104.1
2024-01-01 07:27:00,VIN-A0149,79.8
2024-01-01 07:30:00,VIN-A0150,83.5
2024-01-01 07:33:00,VIN-A0151,78.5
2024-01-01 07:36:00,VIN-A0152,92.2
2024-01-01 07:39:00,VIN-A0153,98.8
2024-01-01 07:42:00,VIN-A0154,95.8
2024-01-01 07:45:00,VIN-A0155,81.8
2024-01-01 07:48:00,VIN-A0156,88.9
2024-01-01 07:51:00,VIN-A0157,84.1
2024-01-01 07:54:00,VIN-A0158,74.8
2024-01-01 07:57:00,VIN-A0159,77.7
2024-01-01 08:00:00,VIN-A0160,109.2
2024-01-01 08:03:00,VIN-A0161,77.2
2024-01-01 08:06:00,VIN-A0162,71.8
2024-01-01 08:09:00,VIN-A0163,95.5
2024-01-01 08:12:00,VIN-A0164,93.0
2024-01-01 08:15:00,VIN-A0165,108.6
2024-01-01 08:18:00,VIN-A0166,102.9
2024-01-01 08:21:00,VIN-A0167,76.1
2024-01-01 08:24:00,VIN-A0168,109.8
2024-01-01 08:27:00,VIN-A0169,101.0
2024-01-01 08:30:00,VIN-A0170,104.4
2024-01-01 08:33:00,VIN-A0171,94.4
2024-01-01 08:36:00,VIN-A0172,95.0
2024-01-01 08:39:00,VIN-A0173,77.0
2024-01-01 08:42:00,VIN-A0174,97.6
2024-01-01 08:45:00,VIN-A0175,98.3
2024-01-01 08:48:00,VIN-A0176,107.0
2024-01-01 08:51:00,VIN-A0177,87.0
2024-01-01 08:54:00,VIN-A0178,103.1
2024-01-01 08:57:00,VIN-A0179,93.8
2024-01-01 09:00:00,VIN-A0180,75.0
2024-01-01 09:03:00,VIN-A0181,90.0
2024-01-01 09:06:00,VIN-A0182,105.6
2024-01-01 09:09:00,VIN-A0183,73.7
2024-01-01 09:12:00,VIN-A0184,110.0
2024-01-01 09:15:00,VIN-A0185,100.5
2024-01-01 09:18:00,VIN-A0186,106.6
2024-01-01 09:21:00,VIN-A0187,108.8
2024-01-01 09:24:00,VIN-A0188,96.8
2024-01-01 09:27:00,VIN-A0189,81.5
2024-01-01 09:30:00,VIN-A0190,88.2
2024-01-01 09:33:00,VIN-A0191,104.6
2024-01-01 09:36:00,VIN-A0192,86.5
2024-01-01 09:39:00,VIN-A0193,95.0
2024-01-01 09:42:00,VIN-A0194,107.1
2024-01-01 09:45:00,VIN-A0195,71.2
2024-01-01 09:48:00,VIN-A0196,82.4
2024-01-01 09:51:00,VIN-A0197,109.7
2024-01-01 09:54:00,VIN-A0198,95.9
2024-01-01 09:57:00,VIN-A0199,90.4
2024-01-01 10:00:00,VIN-A0200,79.7
2024-01-01 10:03:00,VIN-A0201,104.6
2024-01-01 10:06:00,VIN-A0202,83.6
2024-01-01 10:09:00,VIN-A0203,81.3
2024-01-01 10:12:00,VIN-A0204,104.6
2024-01-01 10:15:00,VIN-A0205,92.1
2024-01-01 10:18:00,VIN-A0206,104.8
2024-01-01 10:21:00,VIN-A0207,79.3
2024-01-01 10:24:00,VIN-A0208,98.2
2024-01-01 10:27:00,VIN-A0209,89.8
2024-01-01 10:30:00,VIN-A0210,104.8
2024-01-01 10:33:00,VIN-A0211,70.6
2024-01-01 10:36:00,VIN-A0212,73.0
2024-01-01 10:39:00,VIN-A0213,96.0
2024-01-01 10:42:00,VIN-A0214,108.2
2024-01-01 10:45:00,VIN-A0215,104.9
2024-01-01 10:48:00,VIN-A0216,109.9
2024-01-01 10:51:00,VIN-A0217,100.4
2024-01-01 10:54:00,VIN-A0218,97.8
2024-01-01 10:57:00,VIN-A0219,81.7
2024-01-01 11:00:00,VIN-A0220,92.6
2024-01-01 11:03:00,VIN-A0221,94.4
2024-01-01 11:06:00,VIN-A0222,106.5
2024-01-01 11:09:00,VIN-A0223,88.4
2024-01-01 11:12:00,VIN-A0224,106.0
2024-01-01 11:15:00,VIN-A0225,107.8
2024-01-01 11:18:00,VIN-A0226,97.6
2024-01-01 11:21:00,VIN-A0227,104.1
2024-01-01 11:24:00,VIN-A0228,93.0
2024-01-01 11:27:00,VIN-A0229,81.0
2024-01-01 11:30:00,VIN-A0230,106.4
2024-01-01 11:33:00,VIN-A0231,101.0
2024-01-01 11:36:00,VIN-A0232,95.5
2024-01-01 11:39:00,VIN-A0233,95.1
2024-01-01 11:42:00,VIN-A0234,101.5
2024-01-01 11:45:00,VIN-A0235,73.6
2024-01-01 11:48:00,VIN-A0236,78.0
2024-01-01 11:51:00,VIN-A0237,91.2
2024-01-01 11:54:00,VIN-A0238,106.6
2024-01-01 11:57:00,VIN-A0239,99.9
2024-01-01 12:00:00,VIN-A0240,75.6
2024-01-01 12:03:00,VIN-A0241,108.7
2024-01-01 12:06:00,VIN-A0242,70.6
2024-01-01 12:09:00,VIN-A0243,93.4
2024-01-01 12:12:00,VIN-A0244,97.0
2024-01-01 12:15:00,VIN-A0245,106.6
2024-01-01 12:18:00,VIN-A0246,106.4
2024-01-01 12:21:00,VIN-A0247,71.8
2024-01-01 12:24:00,VIN-A0248,73.9
2024-01-01 12:27:00,VIN-A0249,84.8
2024-01-01 12:30:00,VIN-A0250,93.5
2024-01-01 12:33:00,VIN-A0251,103.3
2024-01-01 12:36:00,VIN-A0252,71.3
2024-01-01 12:39:00,VIN-A0253,104.2
2024-01-01 12:42:00,VIN-A0254,72.4
2024-01-01 12:45:00,VIN-A0255,73.7
2024-01-01 12:48:00,VIN-A0256,72.0
2024-01-01 12:51:00,VIN-A0257,72.7
2024-01-01 12:54:00,VIN-A0258,102.5
2024-01-01 12:57:00,VIN-A0259,81.1
2024-01-01 13:00:00,VIN-A0260,101.9
2024-01-01 13:03:00,VIN-A0261,70.6
2024-01-01 13:06:00,VIN-A0262,70.6
2024-01-01 13:09:00,VIN-A0263,91.0
2024-01-01 13:12:00,VIN-A0264,90.5
2024-01-01 13:15:00,VIN-A0265,99.1
2024-01-01 13:18:00,VIN-A0266,88.3
2024-01-01 13:21:00,VIN-A0267,103.9
2024-01-01 13:24:00,VIN-A0268,72.9
2024-01-01 13:27:00,VIN-A0269,75.0
2024-01-01 13:30:00,VIN-A0270,85.2
2024-01-01 13:33:00,VIN-A0271,74.0
2024-01-01 13:36:00,VIN-A0272,87.2
2024-01-01 13:39:00,VIN-A0273,85.9
2024-01-01 13:42:00,VIN-A0274,96.6
2024-01-01 13:45:00,VIN-A0275,72.7
2024-01-01 13:48:00,VIN-A0276,99.8
2024-01-01 13:51:00,VIN-A0277,93.5
2024-01-01 13:54:00,VIN-A0278,86.4
2024-01-01 13:57:00,VIN-A0279,104.7
2024-01-01 14:00:00,VIN-A0280,84.1
2024-01-01 14:03:00,VIN-A0281,79.0
2024-01-01 14:06:00,VIN-A0282,74.6
2024-01-01 14:09:00,VIN-A0283,103.8
2024-01-01 14:12:00,VIN-A0284,94.4
2024-01-01 14:15:00,VIN-A0285,77.2
2024-01-01 14:18:00,VIN-A0286,84.0
2024-01-01 14:21:00,VIN-A0287,72.8
2024-01-01 14:24:00,VIN-A0288,99.8
2024-01-01 14:27:00,VIN-A0289,76.3
2024-01-01 14:30:00,VIN-A0290,105.3
2024-01-01 14:33:00,VIN-A0291,97.0
2024-01-01 14:36:00,VIN-A0292,94.3
2024-01-01 14:39:00,VIN-A0293,83.8
2024-01-01 14:42:00,VIN-A0294,91.1
2024-01-01 14:45:00,VIN-A0295,70.3
2024-01-01 14:48:00,VIN-A0296,100.6
2024-01-01 14:51:00,VIN-A0297,99.9
2024-01-01 14:54:00,VIN-A0298,90.0
2024-01-01 14:57:00,VIN-A0299,85.9
2024-01-01 15:00:00,VIN-A0300,106.8
2024-01-01 15:03:00,VIN-A0301,98.4
2024-01-01 15:06:00,VIN-A0302,108.6
2024-01-01 15:09:00,VIN-A0303,103.3
2024-01-01 15:12:00,VIN-A0304,79.7
2024-01-01 15:15:00,VIN-A0305,104.8
2024-01-01 15:18:00,VIN-A0306,73.1
2024-01-01 15:21:00,VIN-A0307,106.2
2024-01-01 15:24:00,VIN-A0308,79.5
2024-01-01 15:27:00,VIN-A0309,100.4
2024-01-01 15:30:00,VIN-A0310,88.6
2024-01-01 15:33:00,VIN-A0311,104.6
2024-01-01 15:36:00,VIN-A0312,88.8
2024-01-01 15:39:00,VIN-A0313,84.1
2024-01-01 15:42:00,VIN-A0314,72.3
2024-01-01 15:45:00,VIN-A0315,94.6
2024-01-01 15:48:00,VIN-A0316,88.0
2024-01-01 15:51:00,VIN-A0317,94.2
2024-01-01 15:54:00,VIN-A0318,74.1
2024-01-01 15:57:00,VIN-A0319,90.2
2024-01-01 16:00:00,VIN-A0320,109.6
2024-01-01 16:03:00,VIN-A0321,84.9
2024-01-01 16:06:00,VIN-A0322,97.2
2024-01-01 16:09:00,VIN-A0323,72.6
2024-01-01 16:12:00,VIN-A0324,80.1
2024-01-01 16:15:00,VIN-A0325,83.3
2024-01-01 16:18:00,VIN-A0326,82.4
2024-01-01 16:21:00,VIN-A0327,93.8
2024-01-01 16:24:00,VIN-A0328,95.7
2024-01-01 16:27:00,VIN-A0329,95.8
2024-01-01 16:30:00,VIN-A0330,82.4
2024-01-01 16:33:00,VIN-A0331,77.7
2024-01-01 16:36:00,VIN-A0332,103.8
2024-01-01 16:39:00,VIN-A0333,96.5
2024-01-01 16:42:00,VIN-A0334,76.2
2024-01-01 16:45:00,VIN-A0335,98.8
2024-01-01 16:48:00,VIN-A0336,108.8
2024-01-01 16:51:00,VIN-A0337,79.4
2024-01-01 16:54:00,VIN-A0338,106.2
2024-01-01 16:57:00,VIN-A0339,88.5
2024-01-01 17:00:00,VIN-A0340,108.7
2024-01-01 17:03:00,VIN-A0341,104.9
2024-01-01 17:06:00,VIN-A0342,92.2
2024-01-01 17:09:00,VIN-A0343,81.4
2024-01-01 17:12:00,VIN-A0344,103.2
2024-01-01 17:15:00,VIN-A0345,105.4
2024-01-01 17:18:00,VIN-A0346,90.1
2024-01-01 17:21:00,VIN-A0347,79.0
2024-01-01 17:24:00,VIN-A0348,101.7
2024-01-01 17:27:00,VIN-A0349,97.8
2024-01-01 17:30:00,VIN-A0350,94.6
2024-01-01 17:33:00,VIN-A0351,103.4
2024-01-01 17:36:00,VIN-A0352,74.4
2024-01-01 17:39:00,VIN-A0353,79.5
2024-01-01 17:42:00,VIN-A0354,74.4
2024-01-01 17:45:00,VIN-A0355,95.3
2024-01-01 17:48:00,VIN-A0356,87.2
2024-01-01 17:51:00,VIN-A0357,77.5
2024-01-01 17:54:00,VIN-A0358,72.7
2024-01-01 17:57:00,VIN-A0359,85.6
2024-01-01 18:00:00,VIN-A0360,80.1
2024-01-01 18:03:00,VIN-A0361,79.6
2024-01-01 18:06:00,VIN-A0362,75.3
2024-01-01 18:09:00,VIN-A0363,103.2
2024-01-01 18:12:00,VIN-A0364,95.3
2024-01-01 18:15:00,VIN-A0365,71.5
2024-01-01 18:18:00,VIN-A0366,82.6
2024-01-01 18:21:00,VIN-A0367,80.1
2024-01-01 18:24:00,VIN-A0368,104.5
2024-01-01 18:27:00,VIN-A0369,75.0
2024-01-01 18:30:00,VIN-A0370,105.8
2024-01-01 18:33:00,VIN-A0371,97.7
2024-01-01 18:36:00,VIN-A0372,102.0
2024-01-01 18:39:00,VIN-A0373,91.8
2024-01-01 18:42:00,VIN-A0374,82.3
2024-01-01 18:45:00,VIN-A0375,84.1
2024-01-01 18:48:00,VIN-A0376,94.6
2024-01-01 18:51:00,VIN-A0377,73.0
2024-01-01 18:54:00,VIN-A0378,108.1
2024-01-01 18:57:00,VIN-A0379,71.4
2024-01-01 19:00:00,VIN-A0380,84.5
2024-01-01 19:03:00,VIN-A0381,97.2
2024-01-01 19:06:00,VIN-A0382,93.0
2024-01-01 19:09:00,VIN-A0383,80.0
2024-01-01 19:12:00,VIN-A0384,90.7
2024-01-01 19:15:00,VIN-A0385,98.2
2024-01-01 19:18:00,VIN-A0386,78.0
2024-01-01 19:21:00,VIN-A0387,105.9
2024-01-01 19:24:00,VIN-A0388,96.7
2024-01-01 19:27:00,VIN-A0389,105.7
2024-01-01 19:30:00,VIN-A0390,101.7
2024-01-01 19:33:00,VIN-A0391,101.7
2024-01-01 19:36:00,VIN-A0392,92.2
2024-01-01 19:39:00,VIN-A0393,94.5
2024-01-01 19:42:00,VIN-A0394,91.0
2024-01-01 19:45:00,VIN-A0395,75.0
2024-01-01 19:48:00,VIN-A0396,97.2
2024-01-01 19:51:00,VIN-A0397,100.7
2024-01-01 19:54:00,VIN-A0398,103.3
2024-01-01 19:57:00,VIN-A0399,82.9
2024-01-01 20:00:00,VIN-A0400,103.8
2024-01-01 20:03:00,VIN-A0401,75.0
2024-01-01 20:06:00,VIN-A0402,93.7
2024-01-01 20:09:00,VIN-A0403,103.7
2024-01-01 20:12:00,VIN-A0404,73.2
2024-01-01 20:15:00,VIN-A0405,96.0
2024-01-01 20:18:00,VIN-A0406,89.9
2024-01-01 20:21:00,VIN-A0407,89.3
2024-01-01 20:24:00,VIN-A0408,88.1
2024-01-01 20:27:00,VIN-A0409,89.4
2024-01-01 20:30:00,VIN-A0410,104.5
2024-01-01 20:33:00,VIN-A0411,109.0
2024-01-01 20:36:00,VIN-A0412,82.8
2024-01-01 20:39:00,VIN-A0413,75.6
2024-01-01 20:42:00,VIN-A0414,79.9
2024-01-01 20:45:00,VIN-A0415,107.4
2024-01-01 20:48:00,VIN-A0416,89.9
2024-01-01 20:51:00,VIN-A0417,89.9
2024-01-01 20:54:00,VIN-A0418,108.7
2024-01-01 20:57:00,VIN-A0419,81.3
2024-01-01 21:00:00,VIN-A0420,81.4
2024-01-01 21:03:00,VIN-A0421,105.3
2024-01-01 21:06:00,VIN-A0422,71.8
2024-01-01 21:09:00,VIN-A0423,92.1
2024-01-01 21:12:00,VIN-A0424,103.0
2024-01-01 21:15:00,VIN-A0425,109.0
2024-01-01 21:18:00,VIN-A0426,92.3
2024-01-01 21:21:00,VIN-A0427,90.0
2024-01-01 21:24:00,VIN-A0428,102.2
2024-01-01 21:27:00,VIN-A0429,83.1
2024-01-01 21:30:00,VIN-A0430,93.7
2024-01-01 21:33:00,VIN-A0431,98.3
2024-01-01 21:36:00,VIN-A0432,83.2
2024-01-01 21:39:00,VIN-A0433,101.9
2024-01-01 21:42:00,VIN-A0434,93.9
2024-01-01 21:45:00,VIN-A0435,98.9
2024-01-01 21:48:00,VIN-A0436,75.9
2024-01-01 21:51:00,VIN-A0437,77.6
2024-01-01 21:54:00,VIN-A0438,97.6
2024-01-01 21:57:00,VIN-A0439,104.9
2024-01-01 22:00:00,VIN-A0440,90.7
2024-01-01 22:03:00,VIN-A0441,91.0
2024-01-01 22:06:00,VIN-A0442,91.9
2024-01-01 22:09:00,VIN-A0443,94.4
2024-01-01 22:12:00,VIN-A0444,79.0
2024-01-01 22:15:00,VIN-A0445,98.2
2024-01-01 22:18:00,VIN-A0446,84.0
2024-01-01 22:21:00,VIN-A0447,81.5
2024-01-01 22:24:00,VIN-A0448,102.7
2024-01-01 22:27:00,VIN-A0449,71.7
2024-01-01 22:30:00,VIN-A0450,96.2
2024-01-01 22:33:00,VIN-A0451,107.3
2024-01-01 22:36:00,VIN-A0452,79.7
2024-01-01 22:39:00,VIN-A0453,72.1
2024-01-01 22:42:00,VIN-A0454,97.2
2024-01-01 22:45:00,VIN-A0455,86.3
2024-01-01 22:48:00,VIN-A0456,96.0
2024-01-01 22:51:00,VIN-A0457,95.8
2024-01-01 22:54:00,VIN-A0458,91.4
2024-01-01 22:57:00,VIN-A0459,86.7
2024-01-01 23:00:00,VIN-A0460,109.9
2024-01-01 23:03:00,VIN-A0461,105.1
2024-01-01 23:06:00,VIN-A0462,107.1
2024-01-01 23:09:00,VIN-A0463,105.6
2024-01-01 23:12:00,VIN-A0464,77.7
2024-01-01 23:15:00,VIN-A0465,95.9
2024-01-01 23:18:00,VIN-A0466,101.6
2024-01-01 23:21:00,VIN-A0467,94.4
2024-01-01 23:24:00,VIN-A0468,90.6
2024-01-01 23:27:00,VIN-A0469,109.3
2024-01-01 23:30:00,VIN-A0470,80.4
2024-01-01 23:33:00,VIN-A0471,82.1
2024-01-01 23:36:00,VIN-A0472,97.7
2024-01-01 23:39:00,VIN-A0473,76.4
2024-01-01 23:42:00,VIN-A0474,97.6
2024-01-01 23:45:00,VIN-A0475,94.6
2024-01-01 23:48:00,VIN-A0476,88.2
2024-01-01 23:51:00,VIN-A0477,100.3
2024-01-01 23:54:00,VIN-A0478,97.2
2024-01-01 23:57:00,VIN-A0479,91.1
2024-01-02 00:00:00,VIN-A0480,72.5
2024-01-02 00:03:00,VIN-A0481,76.6
2024-01-02 00:06:00,VIN-A0482,98.7
2024-01-02 00:09:00,VIN-A0483,102.3
2024-01-02 00:12:00,VIN-A0484,92.6
2024-01-02 00:15:00,VIN-A0485,98.9
2024-01-02 00:18:00,VIN-A0486,93.1
2024-01-02 00:21:00,VIN-A0487,91.6
2024-01-02 00:24:00,VIN-A0488,71.3
2024-01-02 00:27:00,VIN-A0489,85.0
2024-01-02 00:30:00,VIN-A0490,85.0
2024-01-02 00:33:00,VIN-A0491,96.1
2024-01-02 00:36:00,VIN-A0492,91.2
2024-01-02 00:39:00,VIN-A0493,100.2
2024-01-02 00:42:00,VIN-A0494,91.3
2024-01-02 00:45:00,VIN-A0495,76.2
2024-01-02 00:48:00,VIN-A0496,71.3
2024-01-02 00:51:00,VIN-A0497,79.6
2024-01-02 00:54:00,VIN-A0498,93.9
2024-01-02 00:57:00,VIN-A0499,86.1
2024-01-02 01:00:00,VIN-A0500,75.6
2024-01-02 01:03:00,VIN-A0501,93.1
2024-01-02 01:06:00,VIN-A0502,82.1
2024-01-02 01:09:00,VIN-A0503,86.5
2024-01-02 01:12:00,VIN-A0504,95.0
2024-01-02 01:15:00,VIN-A0505,107.7
2024-01-02 01:18:00,VIN-A0506,97.9
2024-01-02 01:21:00,VIN-A0507,100.2
2024-01-02 01:24:00,VIN-A0508,104.3
2024-01-02 01:27:00,VIN-A0509,92.5
2024-01-02 01:30:00,VIN-A0510,85.5
2024-01-02 01:33:00,VIN-A0511,106.9
2024-01-02 01:36:00,VIN-A0512,72.1
2024-01-02 01:39:00,VIN-A0513,104.9
2024-01-02 01:42:00,VIN-A0514,89.2
2024-01-02 01:45:00,VIN-A0515,78.5
2024-01-02 01:48:00,VIN-A0516,106.6
2024-01-02 01:51:00,VIN-A0517,106.6
2024-01-02 01:54:00,VIN-A0518,88.7
2024-01-02 01:57:00,VIN-A0519,90.5
2024-01-02 02:00:00,VIN-A0520,100.5
2024-01-02 02:03:00,VIN-A0521,86.6
2024-01-02 02:06:00,VIN-A0522,70.6
2024-01-02 02:09:00,VIN-A0523,81.8
2024-01-02 02:12:00,VIN-A0524,90.0
2024-01-02 02:15:00,VIN-A0525,100.5
2024-01-02 02:18:00,VIN-A0526,88.4
2024-01-02 02:21:00,VIN-A0527,98.8
2024-01-02 02:24:00,VIN-A0528,91.0
2024-01-02 02:27:00,VIN-A0529,100.6
2024-01-02 02:30:00,VIN-A0530,72.7
2024-01-02 02:33:00,VIN-A0531,84.9
2024-01-02 02:36:00,VIN-A0532,96.4
2024-01-02 02:39:00,VIN-A0533,70.5
2024-01-02 02:42:00,VIN-A0534,70.7
2024-01-02 02:45:00,VIN-A0535,74.3
2024-01-02 02:48:00,VIN-A0536,94.8
2024-01-02 02:51:00,VIN-A0537,73.2
2024-01-02 02:54:00,VIN-A0538,109.6
2024-01-02 02:57:00,VIN-A0539,96.1
2024-01-02 03:00:00,VIN-A0540,86.2
2024-01-02 03:03:00,VIN-A0541,98.1
2024-01-02 03:06:00,VIN-A0542,92.6
2024-01-02 03:09:00,VIN-A0543,79.2
2024-01-02 03:12:00,VIN-A0544,80.8
2024-01-02 03:15:00,VIN-A0545,106.0
2024-01-02 03:18:00,VIN-A0546,70.6
2024-01-02 03:21:00,VIN-A0547,107.2
2024-01-02 03:24:00,VIN-A0548,97.1
2024-01-02 03:27:00,VIN-A0549,101.6
2024-01-02 03:30:00,VIN-A0550,72.1
2024-01-02 03:33:00,VIN-A0551,94.2
2024-01-02 03:36:00,VIN-A0552,71.2
2024-01-02 03:39:00,VIN-A0553,79.1
2024-01-02 03:42:00,VIN-A0554,97.2
2024-01-02 03:45:00,VIN-A0555,101.9
2024-01-02 03:48:00,VIN-A0556,85.2
2024-01-02 03:51:00,VIN-A0557,82.7
2024-01-02 03:54:00,VIN-A0558,87.8
